name,year,selling_price,km_driven,fuel,combustible_estimado_l,seller_type,transmission,owner,tipo_carroceria,potencia_motor_hp,nivel_seguridad,calidad_auto,score_calidad,eficiencia_km_l
Skoda Laura Ambiente 2.0 TDI CR MT,2012,385000,52000,1,5068.2,1,0,0,1,325,1.4,Media,6.2,10.260052878734069
Hyundai Verna 1.6 VTVT SX,2015,760000,55340,0,4999.1,2,0,0,1,243,2.3,Media,6.6000000000000005,11.06999259866776
Maruti Swift Dzire VDI,2017,600000,46507,1,4005.8,2,0,0,2,75,1.5,Media,5.4,11.609915622347595
Volkswagen Jetta 2.0L TDI Highline AT,2012,735000,55300,1,5389.9,1,1,0,3,352,3.4,Alta,7.9,10.259930610957532
Tata Indica Vista Quadrajet 90 VX,2012,285000,74300,1,7241.7,1,0,0,1,159,1.4,Media,5.6000000000000005,10.26002181808139
Honda City VX MT,2010,350000,48781,0,5018.6,1,0,0,1,337,1.7,Media,6.2,9.720041445821543
Volkswagen Jetta 1.9 Highline TDI,2010,290000,87620,1,9014.4,1,1,0,2,347,2.1,Media,6.0,9.720003549875754
Volkswagen Vento 1.5 TDI Highline Plus AT,2017,890000,40219,1,3464.2,1,1,0,3,140,3.5,Alta,7.6,11.609895502569136
Honda Jazz VX,2011,385000,11473,0,1148.4,1,0,0,2,388,2.3,Media,6.4,9.990421455938696
Maruti Eeco 5 Seater AC BSIV,2017,425000,8352,0,719.4,1,0,0,5,311,2.2,Media,6.4,11.609674728940785
Maruti Wagon R VXI AMT1.2BSIV,2017,525000,9745,0,839.4,1,1,0,1,239,2.2,Media,6.800000000000001,11.60948296402192
Hyundai Grand i10 Asta,2017,550000,9748,0,839.6,1,0,0,3,92,2.5,Media,7.0,11.61029061457837
Volkswagen Polo 1.0 MPI Trendline,2012,271000,49000,0,4775.8,1,0,0,2,179,2.4,Media,5.699999999999999,10.260061141588844
Hyundai Creta 1.6 CRDi SX Option,2018,1490000,20694,1,1741.9,1,0,0,1,156,2.7,Media,6.800000000000001,11.880130891555197
Hyundai Grand i10 Asta Option,2015,490000,31080,0,2807.6,1,0,0,1,73,2.0,Media,5.8,11.069952984755664
Hyundai EON Era Plus,2014,260000,37605,0,3481.9,1,0,0,4,160,2.5,Media,6.5,10.800137855768401
Hyundai Xcent 1.1 CRDi SX Option,2014,455000,55850,1,5171.3,1,0,0,1,376,1.6,Media,6.7,10.799992265001062
Tata Nano Lx BSIV,2010,75000,58850,0,6054.5,1,0,0,3,284,1.2,Media,6.3,9.720042943265339
Toyota Etios Cross 1.2L G,2015,421000,23839,0,2153.5,1,0,0,4,380,2.3,Media,7.3,11.069886231715811
Maruti Swift DDiS LDI,2016,550000,54000,1,4761.9,1,0,0,1,298,1.7,Media,6.6000000000000005,11.34001134001134
Hyundai i10 Sportz 1.2 AT,2013,330000,38000,0,3608.7,1,1,0,5,145,3.5,Media,6.1,10.53010779505085
Volkswagen Vento 1.5 TDI Comfortline,2012,390000,45454,1,4430.2,1,0,0,4,89,1.8,Media,5.699999999999999,10.260033407069658
Skoda Rapid 1.5 TDI AT Ambition,2015,599000,46957,1,4241.8,1,1,0,1,342,2.0,Media,6.8999999999999995,11.07006459521901
Hyundai Getz GLE,2007,110000,60000,0,6349.2,0,0,2,1,123,1.7,Media,5.2,9.45000945000945
Renault KWID RXT Optional,2016,250000,25000,0,2204.6,0,0,0,4,348,2.1,Media,7.199999999999999,11.339925610087999
Mahindra Scorpio M2DI,2012,600000,110000,1,10721.2,0,0,2,2,368,1.0,Media,5.8,10.26004551729284
Ford Endeavour XLT TDCi 4X2,2008,280000,190000,1,20105.8,0,0,1,5,139,1.6,Baja,4.699999999999999,9.45000945000945
Audi Q3 35 TDI Quattro Technology,2018,2700000,25000,1,2104.4,0,1,0,5,214,3.2,Media,6.7,11.879870747006272
Mahindra Renault Logan 1.4 GLX Petrol,2008,80000,90000,0,9523.8,0,0,0,1,224,2.0,Media,5.8,9.450009450009452
Maruti Alto K10 VXI,2019,350000,5000,0,411.5,0,0,0,1,358,3.4,Alta,8.0,12.15066828675577
Maruti Swift VDI BSIV,2015,475000,60000,1,5420.1,0,0,0,3,270,1.9,Media,7.1,11.069906459290419
Audi A5 Sportback,2020,4700000,1500,1,120.8,0,1,0,5,158,4.0,Media,7.1,12.417218543046358
Maruti Swift Dzire VDI,2018,500000,50000,1,4208.8,0,0,0,1,326,2.6,Media,7.4,11.879870747006272
Chevrolet Sail Hatchback 1.3 TCDi LT ABS,2014,250000,120000,1,11111.1,0,0,0,5,111,1.8,Media,5.2,10.8000108000108
Hyundai Accent CRDi,2005,100000,120000,1,12698.4,0,0,1,1,185,1.8,Media,5.4,9.45000945000945
Maruti Alto K10 VXI Airbag,2019,350000,5000,0,411.5,0,0,0,1,181,3.1,Media,7.199999999999999,12.15066828675577
BMW 7 Series Signature 730Ld,2014,4000000,47000,1,4351.9,0,1,0,2,91,3.3,Media,6.1,10.799880511960295
Toyota Camry 2.5 Hybrid,2017,1900000,20000,0,1722.7,0,1,0,4,395,3.0,Alta,8.0,11.609682475184304
Hyundai Santro Xing XG,2005,95000,120000,0,12698.4,0,0,1,2,344,2.5,Media,5.8999999999999995,9.45000945000945
Hyundai Grand i10 CRDi Sportz,2015,409999,58000,1,5239.4,0,0,0,1,351,2.2,Media,7.0,11.069969843875255
Mahindra XUV500 W5 BSIV,2018,1050000,35000,1,2946.1,0,0,0,1,147,2.2,Media,6.5,11.880112691354674
Maruti Alto K10 VXI,2017,320000,30000,0,2584.0,0,0,0,5,230,1.8,Media,5.8999999999999995,11.609907120743035
Mahindra XUV300 W8 Option Diesel BSIV,2019,1000000,10000,1,823.0,0,0,0,1,367,3.4,Alta,8.0,12.15066828675577
Toyota Innova Crysta 2.4 VX MT BSIV,2017,1770000,25000,1,2153.3,0,0,0,3,368,2.4,Alta,7.9,11.610086843449588
Mahindra Thar CRDe,2018,950000,20000,1,1683.5,0,0,0,1,127,2.6,Media,6.6000000000000005,11.88001188001188
Maruti Swift Dzire ZDI,2018,750000,50000,1,4208.8,0,0,0,2,192,3.1,Media,6.7,11.879870747006272
Hyundai EON Magna Plus,2014,220000,42000,0,3888.9,0,0,0,3,142,1.6,Media,6.4,10.799969142945306
Tata Hexa XM,2017,1000000,50000,1,4306.6,0,0,0,5,235,1.2,Media,5.6000000000000005,11.610086843449588
Honda Mobilio E i DTEC,2017,660000,116000,1,9991.4,0,0,0,1,171,2.3,Media,6.6000000000000005,11.6099845867446
Maruti Ertiga ZDI,2015,716000,100000,1,9033.4,0,0,0,1,316,2.4,Media,7.0,11.07002900347599
Maruti Ciaz ZXi Plus,2015,675000,66000,0,5962.1,0,0,0,5,317,1.8,Media,6.1,11.069925026416866
Mahindra Scorpio LX,2010,385000,110000,1,11316.9,0,0,3,2,250,1.0,Media,5.1,9.719976318603152
Fiat Grande Punto EVO 1.3 Dynamic,2014,325000,70000,1,6481.5,0,0,0,1,118,2.2,Media,6.0,10.799969142945306
Hyundai Creta 1.6 CRDi SX Option,2015,950000,60000,1,5420.1,0,0,0,5,321,1.7,Media,6.0,11.069906459290419
Ford Endeavour Hurricane Limited Edition,2007,400000,110000,1,11640.2,0,1,2,2,163,2.1,Media,5.2,9.45000945000945
Tata Indica Vista TDI LS,2014,250000,25000,1,2314.8,0,0,0,1,289,1.3,Media,6.2,10.80006912044237
Land Rover Discovery S 2.0 SD4,2018,4000000,68000,0,5723.9,0,1,0,4,271,3.2,Alta,7.7,11.88001188001188
Maruti Alto 800 LXI,2014,210000,20000,0,1851.9,0,0,0,1,398,2.0,Media,7.0,10.79971920730061
Hyundai i10 Era 1.1 iTech SE,2011,147000,110000,0,11011.0,0,0,1,1,235,1.4,Media,5.8,9.99000999000999
Maruti Vitara Brezza VDi Option,2018,725000,26350,1,2218.0,0,0,0,2,107,2.2,Media,6.0,11.880072137060415
Mahindra Scorpio SLE BSIV,2012,550000,90000,1,8771.9,0,0,0,3,179,2.4,Media,6.7,10.260034884118607
Hyundai i20 Sportz Option 1.2,2016,475000,25000,0,2204.6,0,0,0,4,388,2.4,Alta,7.5,11.339925610087999
Hyundai Santro Xing GLS,2014,250000,50000,0,4629.6,0,0,1,1,91,1.2,Media,5.4,10.80006912044237
Tata Indica LSI,2006,70000,60000,0,6349.2,0,0,1,2,312,1.3,Media,5.300000000000001,9.45000945000945
Hyundai EON Era Plus,2012,160000,70000,0,6822.6,0,0,3,2,320,1.9,Media,6.0,10.260018174889337
Ford Endeavour 3.0L 4X4 AT,2011,1000000,90000,1,9009.0,0,1,1,1,144,2.2,Media,5.8,9.99000999000999
Hyundai Santro LE zipPlus,2001,68000,70000,0,7407.4,0,0,0,3,76,1.2,Media,5.1,9.45000945000945
Hyundai Grand i10 1.2 Kappa Asta,2017,500000,26500,0,2282.5,0,0,0,2,83,1.5,Media,5.4,11.610076670317634
Tata Indigo CR4,2013,170000,60000,1,5698.0,0,0,0,1,171,2.4,Media,6.2,10.53001053001053
Mahindra Scorpio S11 BSIV,2018,1300000,35000,1,2946.1,0,0,0,1,141,3.4,Media,7.1,11.880112691354674
Hyundai Creta 1.4 EX Diesel,2020,1050000,10000,1,805.2,0,0,0,4,65,3.3,Media,7.199999999999999,12.41927471435668
Maruti Ritz LXI,2009,300000,15000,0,1587.3,0,0,0,3,343,2.0,Media,6.8999999999999995,9.45000945000945
Hyundai i20 Magna 1.2,2016,600000,25000,0,2204.6,0,0,0,2,165,2.1,Media,5.8999999999999995,11.339925610087999
Hyundai Verna CRDi 1.6 SX,2017,900000,50000,1,4306.6,0,0,0,1,207,1.7,Media,6.4,11.610086843449588
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019,550000,25000,0,2057.6,0,0,0,1,267,2.8,Media,7.4,12.150077760497668
Maruti Alto LX,2007,100000,52000,0,5502.6,0,0,1,3,206,2.0,Media,6.3,9.450078144876967
Honda Brio 1.2 S MT,2017,400000,15000,0,1292.0,0,0,0,1,67,2.1,Media,6.1,11.609907120743035
Tata Nano Lx,2011,120000,20000,0,2002.0,0,0,0,5,333,1.1,Media,5.4,9.99000999000999
Hyundai i20 Asta 1.4 CRDi,2013,300000,90000,1,8547.0,0,0,0,3,352,1.3,Media,6.8999999999999995,10.53001053001053
Tata Indigo LX,2011,140000,60000,1,6006.0,0,0,1,1,248,2.4,Media,6.3,9.99000999000999
Skoda Rapid 1.6 MPI Ambition With Alloy Wheel,2015,640000,23000,0,2077.7,0,0,0,1,232,1.5,Media,6.2,11.069933099099968
Maruti Alto K10 VXI,2018,380000,22155,0,1864.9,0,0,0,3,282,2.4,Alta,7.7,11.879993565338623
Tata Nano Lx,2011,120000,20000,0,2002.0,0,0,0,2,97,1.6,Baja,4.9,9.99000999000999
Maruti Ciaz 1.4 Delta,2018,650000,70000,0,5892.3,0,0,0,3,61,2.4,Media,6.8999999999999995,11.879911070379988
Maruti Alto LX,2009,150000,60000,0,6349.2,0,0,1,3,283,1.1,Media,6.2,9.45000945000945
Ford Figo Aspire 1.2 Ti-VCT Trend,2018,550000,35000,0,2946.1,0,0,0,2,118,2.3,Media,6.1,11.880112691354674
Mahindra XUV500 W8 4WD,2012,650000,71042,1,6924.2,1,0,0,1,134,2.0,Media,5.8,10.259957829063286
Mitsubishi Pajero Sport 4X4,2012,1025000,167870,1,16361.6,1,0,1,2,192,1.3,Media,5.2,10.259999022100528
Ford Fiesta 1.5 TDCi Titanium,2011,195000,133564,1,13369.8,1,0,0,2,280,2.0,Media,5.8,9.989977411778785
Mercedes-Benz C-Class Progressive C 220d,2018,3800000,10000,1,841.8,1,1,0,4,271,3.2,Alta,7.7,11.879306248515087
BMW 3 Series 320d Sport,2013,1490000,40000,1,3798.7,1,1,0,3,207,2.1,Media,6.800000000000001,10.529918129886541
BMW X5 xDrive 30d xLine,2019,4950000,30000,1,2469.1,1,1,0,3,141,4.3,Alta,8.2,12.150176177554576
Honda City i-VTEC CVT ZX,2018,1140000,23038,0,1939.2,2,1,0,1,244,4.1,Alta,7.800000000000001,11.880156765676567
Chevrolet Beat Diesel LS,2011,95000,70000,1,7007.0,0,0,0,5,396,2.0,Media,6.1,9.99000999000999
BMW 3 Series GT Luxury Line,2017,3050000,30000,1,2584.0,0,1,0,2,127,2.0,Media,5.8,11.609907120743035
Hyundai Grand i10 1.2 Kappa Magna AT,2017,550000,19890,0,1713.2,1,1,0,1,334,2.4,Media,7.199999999999999,11.609852906840999
Maruti Ertiga VXI,2015,625000,11918,0,1076.6,2,0,0,2,308,2.2,Media,6.4,11.070035296303178
Hyundai Grand i10 Magna AT,2017,520000,10510,0,905.3,1,1,0,4,312,2.2,Media,7.199999999999999,11.609411244891197
Chevrolet Beat LT Option,2016,239000,41000,0,3615.5,1,0,0,2,146,2.2,Media,5.8999999999999995,11.340063614991012
Toyota Fortuner 4x2 AT,2017,2600000,47162,1,4062.2,2,1,0,3,342,2.9,Alta,8.100000000000001,11.60996504357245
Hyundai i10 Magna,2012,229999,49824,0,4856.1,1,0,0,2,175,2.1,Media,5.6000000000000005,10.260085253598566
Audi A6 2.0 TDI Premium Plus,2013,1300000,58500,1,5555.6,1,1,0,2,229,3.0,Media,6.3,10.529915760673914
Maruti Baleno Delta 1.2,2017,585000,43608,0,3756.1,2,0,0,2,311,1.6,Media,6.3,11.609914539016533
Maruti Baleno Alpha CVT,2018,825000,11212,0,943.8,2,1,0,2,360,3.4,Alta,7.5,11.879635515999153
Hyundai i20 1.4 Magna Executive,2013,280000,52000,1,4938.3,1,0,0,1,393,2.0,Media,6.8999999999999995,10.529939452848145
Maruti Baleno Zeta,2016,725000,49217,0,4340.1,2,0,0,2,383,2.2,Media,6.800000000000001,11.340061288910393
Mahindra Verito 1.5 D4 BSIV,2015,300000,90000,1,8130.1,0,0,0,5,255,1.1,Media,5.5,11.06997453905856
Hyundai Xcent 1.2 Kappa S,2015,375000,70000,0,6323.4,0,0,0,3,95,1.6,Media,6.3,11.069993990574691
Honda City VTEC,2003,310000,90000,0,9523.8,0,0,2,1,289,1.5,Media,5.5,9.450009450009452
Maruti Swift Dzire VDi,2011,375000,190000,1,19019.0,0,0,3,4,192,1.8,Media,6.0,9.99000999000999
Ford Endeavour 3.2 Titanium AT 4X4,2016,1950000,106000,1,9347.4,0,1,0,4,342,2.2,Media,7.3,11.34005177910435
Tata Xenon XT EX 4X2,2012,400000,80000,1,7797.3,0,0,1,1,224,2.4,Media,6.3,10.259961781642364
Nissan Terrano XL Plus 85 PS,2014,550000,80000,1,7407.4,0,0,1,1,86,1.8,Media,5.699999999999999,10.800010800010801
Maruti Eeco 7 Seater Standard BSIV,2018,270000,20000,0,1683.5,0,0,0,2,154,3.4,Media,6.7,11.88001188001188
Maruti Ertiga ZDI,2012,555000,110000,1,10721.2,0,0,1,2,391,2.2,Media,6.4,10.26004551729284
Ford Ecosport 1.5 DV5 MT Ambiente,2013,500000,60000,1,5698.0,0,0,1,3,234,1.3,Media,6.5,10.53001053001053
Skoda Laura Elegance 1.9 TDI  AT,2010,400000,130000,1,13374.5,0,1,1,1,135,2.2,Media,5.699999999999999,9.719989532318966
Hyundai EON 1.0 Era Plus,2017,280000,28838,0,2483.9,0,0,0,2,187,2.3,Media,6.2,11.60996819517694
Tata Indica GLS BS IV,2008,80000,200000,0,21164.0,0,0,0,1,305,1.8,Media,6.0,9.45000945000945
Tata Indica DLS,2006,55000,100000,1,10582.0,0,0,0,1,337,1.0,Media,5.6000000000000005,9.45000945000945
Maruti Alto 800 LXI Airbag,2014,250000,50000,0,4629.6,0,0,0,1,242,2.4,Media,6.6000000000000005,10.80006912044237
Mahindra Bolero SLX 2WD,2010,250000,190000,1,19547.3,0,0,2,2,390,1.7,Media,6.0,9.720012482542346
Mahindra Jeep MM 540,2007,95000,100000,1,10582.0,0,0,1,2,111,1.5,Baja,4.699999999999999,9.45000945000945
Mahindra Scorpio 1.99 S10,2014,725000,135000,1,12500.0,0,0,1,2,161,1.8,Media,5.6000000000000005,10.8
Mahindra Bolero Power Plus Plus AC BSIV PS,2015,320000,50000,1,4516.7,0,0,3,2,315,2.2,Media,6.5,11.07002900347599
Skoda Octavia Elegance 2.0 TDI AT,2014,1200000,135000,1,12500.0,0,1,3,2,136,2.2,Media,5.699999999999999,10.8
Chevrolet Beat Diesel LS,2012,160000,50000,1,4873.3,0,0,0,2,321,1.5,Media,5.8,10.259988098413805
Honda Jazz 1.5 VX i DTEC,2018,790000,19571,1,1647.4,1,0,0,1,369,2.5,Alta,7.5,11.879932014082797
Honda City i-VTEC ZX,2018,1200000,29600,0,2491.6,1,0,0,1,61,3.3,Media,6.7,11.879916519505539
Maruti Swift LXI,2011,175000,70000,0,7007.0,0,0,0,1,262,2.2,Media,6.3,9.99000999000999
Maruti Vitara Brezza ZDi Plus AMT Dual Tone,2018,950000,15000,1,1262.6,0,1,0,1,387,3.6,Alta,8.100000000000001,11.880247109139871
Maruti Celerio LXI MT BSIV,2019,340000,50000,0,4115.2,0,0,0,2,217,3.0,Media,6.8999999999999995,12.150077760497668
Renault Captur 1.5 Diesel RXT,2017,825000,13500,1,1162.8,0,0,0,4,187,1.6,Media,6.5,11.609907120743035
Audi A4 30 TFSI Technology,2018,3100000,22000,0,1851.9,0,1,0,2,191,3.9,Media,7.1,11.87969112803067
Honda Amaze VX Diesel BSIV,2018,780000,25000,1,2104.4,1,0,0,3,101,3.5,Alta,7.6,11.879870747006272
Toyota Corolla Altis 1.8 VL AT,2010,350000,80000,0,8230.5,0,1,3,1,229,2.8,Media,6.3,9.719944110321366
Honda Amaze VX Petrol BSIV,2018,690000,39000,0,3282.8,1,0,0,4,366,3.5,Alta,8.2,11.88010235165103
Maruti Alto 800 VXI,2016,245000,60000,0,5291.0,0,0,0,1,318,2.1,Media,6.8999999999999995,11.34001134001134
Honda Amaze VX Diesel BSIV,2018,790000,49000,1,4124.6,1,0,0,1,269,2.2,Media,7.0,11.879939872957376
Honda Amaze VX i-VTEC,2018,680000,48600,0,4090.9,1,0,0,4,96,3.2,Media,7.0,11.880026400058666
Hyundai Grand i10 Asta Option,2017,540000,20000,0,1722.7,0,0,1,1,81,1.2,Media,5.699999999999999,11.609682475184304
Mahindra KUV 100 mFALCON G80 K2,2016,425000,25000,0,2204.6,0,0,0,1,220,1.8,Media,6.4,11.339925610087999
Maruti Zen Estilo Sports,2008,140000,120000,0,12698.4,0,0,0,3,289,1.9,Media,6.6000000000000005,9.45000945000945
Maruti Ertiga ZDI Plus,2019,1100000,30000,1,2469.1,0,0,0,5,377,3.3,Media,7.4,12.150176177554576
Renault Lodgy 85PS RxL,2015,715000,35000,1,3161.7,0,0,0,1,94,1.3,Media,5.6000000000000005,11.069993990574691
Audi A4 3.0 TDI Quattro,2013,1580000,86000,1,8167.1,1,1,0,3,344,3.3,Alta,7.9,10.530053507364915
Audi Q3 2.0 TDI Quattro Premium Plus,2015,1750000,127643,1,11530.5,1,1,0,3,381,3.4,Alta,8.299999999999999,11.070031655175404
Tata Zest Revotron 1.2T XMS,2018,400000,54000,0,4545.5,1,0,1,3,365,2.1,Alta,7.9,11.879881201187988
Audi A6 2.0 TDI  Design Edition,2014,1750000,102354,1,9477.2,1,1,0,5,73,3.3,Media,5.8,10.800025323935339
Audi Q5 2.0 TFSI Quattro Premium Plus,2014,1850000,62237,0,5762.7,1,1,0,1,107,2.4,Media,6.1,10.799972235236956
Hyundai Santro Xing XL eRLX Euro III,2005,114999,90000,0,9523.8,1,0,1,3,359,1.1,Media,6.3,9.450009450009452
Ford EcoSport 1.5 TDCi Titanium BSIV,2018,950000,21394,1,1800.8,1,0,0,1,301,3.4,Alta,7.7,11.880275433140827
Datsun GO T Petrol,2015,310000,32686,0,2952.7,1,0,0,1,131,1.6,Media,5.8999999999999995,11.069868256172317
Mahindra Jeep CJ 500 DI,2006,575000,1001,1,105.9,1,0,0,2,318,1.9,Media,5.6000000000000005,9.452313503305005
Renault Pulse RxZ,2017,490000,22000,1,1894.9,1,0,0,4,258,1.8,Media,6.800000000000001,11.610111351522507
Hyundai Grand i10 Magna,2017,480000,53261,0,4587.5,1,0,0,1,157,1.3,Media,6.0,11.610027247956403
Land Rover Discovery Sport SD4 HSE Luxury,2016,3500000,53000,1,4673.7,1,1,0,3,363,3.0,Alta,8.100000000000001,11.34005177910435
Renault KWID 1.0 RXT Optional,2018,370000,10000,0,841.8,1,0,0,5,185,2.1,Media,6.0,11.879306248515087
Maruti Baleno Alpha 1.3,2017,835000,14000,1,1205.9,1,0,0,1,219,1.3,Media,6.2,11.609586201177542
Volkswagen Polo 2015-2019 1.2 MPI Highline,2017,650000,44000,0,3789.8,1,0,0,3,324,2.4,Alta,7.800000000000001,11.610111351522507
Toyota Etios VD,2014,670000,39895,1,3694.0,1,0,0,1,306,2.4,Media,6.800000000000001,10.799945858148348
Chevrolet Cruze LTZ AT,2017,950000,73000,1,6287.7,1,1,0,5,244,2.7,Media,6.4,11.60996866898866
Honda City i-VTEC SV,2014,690000,17000,0,1574.1,1,0,0,4,361,1.3,Media,6.7,10.799822120576838
Volkswagen Polo 2015-2019 1.2 MPI Highline,2017,670000,18591,0,1601.3,1,0,0,3,117,1.6,Media,6.6000000000000005,11.609941922188222
Tata Nexon 1.5 Revotorq XZ,2017,925000,26766,1,2305.4,1,0,0,2,243,2.3,Media,6.4,11.610132731846967
Hyundai EON Magna Plus,2015,250000,30000,0,2710.0,0,0,0,5,330,1.1,Media,5.8,11.07011070110701
Tata Sumo Gold EX,2016,509999,42000,1,3703.7,0,0,0,1,178,1.2,Media,5.8999999999999995,11.34001134001134
Honda City i DTEC VX,2014,520000,110000,1,10185.2,0,0,0,1,282,2.3,Media,6.7,10.79998429093194
Tata Indica DLE,2005,100000,100000,1,10582.0,0,0,0,4,203,1.6,Media,5.6000000000000005,9.45000945000945
Tata Indica DLS,2006,85000,300000,1,31746.0,0,0,1,2,298,1.1,Media,5.1,9.45000945000945
Tata Indigo LX,2009,130000,110000,1,11640.2,0,0,3,4,105,1.2,Media,5.2,9.45000945000945
Ford EcoSport 1.5 TDCi Titanium BSIV,2018,950000,27620,1,2324.9,1,0,0,2,288,3.3,Media,7.199999999999999,11.880080863693061
Ford Figo Aspire 1.2 Ti-VCT Titanium Plus,2015,450000,70000,0,6323.4,0,0,0,2,386,1.7,Media,6.5,11.069993990574691
Honda City S,2012,320000,50000,0,4873.3,0,0,1,1,350,1.2,Media,6.2,10.259988098413805
Maruti Swift Dzire VDI,2015,480000,50000,1,4516.7,0,0,0,5,125,2.3,Media,5.6000000000000005,11.07002900347599
Mercedes-Benz New C-Class C 220 CDI Grand Edition,2014,2490000,46000,1,4259.3,0,1,0,2,372,3.3,Media,7.1,10.799896696640293
Toyota Innova 2.5 VX 8 STR,2012,790000,82000,1,7992.2,0,0,0,3,349,1.0,Media,6.7,10.260003503415831
Maruti Omni MPI STD BSIV,2016,120000,120000,0,10582.0,0,0,0,3,286,1.9,Media,7.3,11.34001134001134
Maruti Alto LXi,2006,75000,80000,0,8465.6,0,0,3,1,346,1.4,Media,5.8,9.45000945000945
Tata Indica GLS BS IV,2010,99000,70000,0,7201.6,0,0,0,5,71,1.8,Baja,4.6000000000000005,9.720062208398133
Maruti S-Cross Zeta DDiS 200 SH,2018,1015000,20000,1,1683.5,0,0,0,2,234,2.4,Media,6.5,11.88001188001188
Mahindra Xylo D4 BSIV,2013,250000,200000,1,18993.4,0,0,1,4,280,1.5,Media,6.4,10.529973569766339
Toyota Innova Crysta 2.5 VX BS IV,2011,520000,120000,1,12012.0,0,0,0,4,124,1.9,Media,5.8,9.99000999000999
Hyundai Verna CRDi 1.6 AT SX Option,2018,1100000,30000,1,2525.3,0,1,0,1,188,3.8,Alta,7.5,11.879776660198788
Toyota Innova 2.5 V Diesel 7-seater,2005,200000,223000,1,23597.9,0,0,0,3,394,1.6,Media,6.7,9.449993431618914
Maruti Swift Dzire VDI,2016,525000,60000,1,5291.0,0,0,0,3,309,1.2,Media,7.0,11.34001134001134
Hyundai i20 Asta 1.2,2016,500000,40000,0,3527.3,0,0,0,5,254,2.5,Media,6.3,11.340118504238369
Mahindra Scorpio S2 7 Seater,2016,675000,161327,1,14226.4,0,0,0,2,329,1.3,Media,6.2,11.339973570263735
Hyundai i10 Magna 1.2 iTech SE,2009,150000,60000,0,6349.2,0,0,3,3,241,1.9,Media,6.4,9.45000945000945
Mahindra Bolero DI,2007,250000,50000,1,5291.0,0,0,0,5,382,1.1,Media,5.300000000000001,9.45000945000945
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018,450000,6000,0,505.1,0,0,0,4,399,3.0,Alta,8.100000000000001,11.87883587408434
Hyundai Santro Xing XS,2009,150000,68000,0,7195.8,0,0,1,4,365,1.1,Media,6.1,9.449956919314044
Chevrolet Beat Diesel LS,2012,200000,85000,1,8284.6,0,0,0,2,159,1.3,Media,5.1,10.260000482823552
Mahindra Scorpio VLS AT 2.2 mHAWK,2011,525000,70000,1,7007.0,0,1,0,1,300,3.0,Media,6.800000000000001,9.99000999000999
Maruti Esteem VX,1999,60000,35000,0,3703.7,0,0,1,5,175,1.4,Baja,4.3,9.45000945000945
Maruti Swift Vdi BSIII,2010,180000,100000,1,10288.1,0,0,1,3,223,1.8,Media,6.4,9.719967729707138
Honda Amaze S i-Dtech,2015,475000,110000,1,9936.8,0,0,0,1,298,1.2,Media,6.3,11.069962160856615
Mahindra Scorpio VLS AT 2.2 mHAWK,2010,380000,195000,1,20061.7,0,1,1,5,70,2.3,Baja,4.9,9.720013757557933
Maruti Alto 800 LXI,2015,285000,46000,0,4155.4,0,0,1,3,226,2.1,Media,7.1,11.069933099099968
Maruti Alto LXi BSIII,2008,91200,60000,0,6349.2,0,0,1,1,69,1.1,Baja,4.699999999999999,9.45000945000945
Datsun RediGO T Option,2017,250000,46000,0,3962.1,0,0,0,1,110,1.2,Media,5.8,11.610004795436764
Hyundai Grand i10 CRDi Sportz,2015,400000,42000,1,3794.0,0,0,0,4,347,1.3,Media,6.7,11.07011070110701
Hyundai Santro Xing XG AT,2006,160000,90000,0,9523.8,0,1,1,5,387,2.0,Media,5.699999999999999,9.450009450009452
Skoda Yeti Ambition 4X2,2012,650000,85000,1,8284.6,0,0,1,2,106,1.1,Baja,4.8,10.260000482823552
Hyundai Verna 1.6 SX,2012,409999,120000,1,11695.9,0,0,3,2,72,1.4,Baja,4.8,10.260005643003105
Ford Ecosport 1.5 DV5 MT Titanium,2013,425000,72000,1,6837.6,0,0,0,2,382,1.1,Media,6.0,10.530010530010529
Maruti Wagon R LXI CNG,2013,250000,71000,2,6742.6,0,0,1,4,368,2.3,Media,7.1,10.53006258713256
Maruti Swift Dzire VXi,2009,200000,110000,0,11640.2,0,0,2,2,368,1.1,Media,5.5,9.45000945000945
Maruti Wagon R LXI CNG,2013,250000,71000,2,6742.6,0,0,1,2,180,2.3,Media,5.8,10.53006258713256
Volkswagen Polo Diesel Trendline 1.2L,2010,130000,144000,1,14814.8,0,0,2,3,357,2.2,Media,7.1,9.72000972000972
Maruti Eeco 5 Seater AC BSIV,2017,260000,30000,0,2584.0,1,0,0,2,344,1.2,Media,6.3,11.609907120743035
Hyundai Verna SX,2007,155000,65000,0,6878.3,1,0,0,2,304,1.0,Media,5.1,9.45000945000945
Honda Jazz 1.5 VX i DTEC,2015,450000,38000,1,3432.7,0,0,0,2,106,1.1,Media,5.1,11.070003204474613
Maruti SX4 Celebration Petrol,2012,220000,90000,0,8771.9,0,0,1,2,278,1.9,Media,5.8999999999999995,10.260034884118607
Hyundai i20 Active S Diesel,2018,650000,37000,1,3114.5,1,0,0,1,345,3.0,Alta,7.7,11.879916519505539
Maruti Alto 800 LXI,2018,285000,30000,0,2525.3,1,0,0,5,182,2.9,Media,6.4,11.879776660198788
